label,text,category
0,Glo: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
1,"JOB OFFER: Urgently recruiting Admin Officers at Surulere, Lagos. Salary: N180,000/month. Text YES to 08036969421 for interview invitation.",fake_job
1,URGENT: Your Kuda account has been restricted due to unverified BVN. Call 08163397855 immediately to update your details.,banking_phishing
0,"Zenith Bank: Your One Time Password (OTP) is 759891 for transfer of N5,000.00 to CHIOMA. Valid for 5 minutes. DO NOT SHARE.",otp
1,"ALERT: A transaction of N25,000 was attempted on your OPay app. If not you, click http://firstbank-secure-portal.com to block account.",banking_phishing
0,"Fidelity: Credit N17,000.00. Desc: NIP/TRANSFER FROM SUNDAY. Bal: N385,000.00.",bank_alert
1,DEBT WARNING: IBRAHIM with phone 09033454182 is a chronic defaulter on QuickLoan. Pay your debt today to avoid publishing your BVN online.,loan_harassment
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
0,"Bro, abeg transfer N9,000 give me. I dey Ikeja like this, money no dey my hand for transport.",personal
0,"Bro, abeg transfer N6,000 give me. I dey Abuja like this, money no dey my hand for transport.",personal
1,DEBT WARNING: SUNDAY with phone 08028435797 is a chronic defaulter on FastCash. Pay your debt today to avoid publishing your BVN online.,loan_harassment
1,"Credit Alert: N233,000.00 credited to your account from ADAMU. Ref: TRX57482675. Call 08023165871 if you did not expect this payment.",fake_alert
1,"International Oil Company hiring Field Support Staff in Ibadan. Earn N350,000 monthly. Send application details via WhatsApp: 08029530164",fake_job
1,"ALERT: A transaction of N30,000 was attempted on your Zenith Bank app. If not you, click http://gtb-secure-portal.com to block account.",banking_phishing
0,Airtel: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 08039016801 to clear your profile.",banking_phishing
0,"UBA: Acct 012***6277 Debited: N9,000.00 Desc: POS PURCHASE - Yaba. Bal: N21,000.00.",bank_alert
0,"9mobile: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 08131110397 to clear your profile.",banking_phishing
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 08160605664 now.",ponzi
0,"OPay: Acct 012***2299 Debited: N8,000.00 Desc: POS PURCHASE - Enugu. Bal: N29,000.00.",bank_alert
1,"ALERT: A transaction of N15,000 was attempted on your Zenith Bank app. If not you, click http://gtb-secure-portal.com to block account.",banking_phishing
0,I have arrived at Ibadan. Will call you once the meeting is done.,personal
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 08027933554 to clear your profile.",banking_phishing
1,URGENT: Your Zenith Bank account has been restricted due to unverified KYC records. Call 09039986077 immediately to update your details.,banking_phishing
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 08036887302 now.",ponzi
0,"UBA: Credit N18,000.00. Desc: NIP/TRANSFER FROM CHUKWUEMEKA. Bal: N796,000.00.",bank_alert
0,Airtel: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
0,"Bro, abeg transfer N5,000 give me. I dey Kano like this, money no dey my hand for transport.",personal
1,"ALERT: A transaction of N21,000 was attempted on your Access Bank app. If not you, click http://access-secure-portal.com to block account.",banking_phishing
1,"Invest N4,000 and get N12,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
1,"ALERT: A transaction of N10,000 was attempted on your UBA app. If not you, click http://access-secure-portal.com to block account.",banking_phishing
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
0,"PalmPay: Credit N23,000.00. Desc: NIP/TRANSFER FROM OLUMIDE. Bal: N523,000.00.",bank_alert
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
0,"Glo: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
1,"CONGRATULATIONS! Your mobile number won N935,000 in the Glo Promo. Pay N8,000 processing fee to account 0123456789 to receive cash.",advance_fee
1,"Invest N3,000 and get N47,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
0,"FirstBank: Your One Time Password (OTP) is 762044 for transfer of N1,000.00 to CHUKWUEMEKA. Valid for 5 minutes. DO NOT SHARE.",otp
0,"MTN: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
1,"International Oil Company hiring Field Support Staff in Abuja. Earn N350,000 monthly. Send application details via WhatsApp: 09034327541",fake_job
1,"Get instant loan of N41,000 directly to your Zenith Bank account in 2 minutes! No document needed. Download: bit.ly/ng-loan-64",loan_scam
1,URGENT: Your Kuda account has been restricted due to unverified NIN. Call 08131433605 immediately to update your details.,banking_phishing
0,"PalmPay: Your One Time Password (OTP) is 440967 for transfer of N3,000.00 to SUNDAY. Valid for 5 minutes. DO NOT SHARE.",otp
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
1,DEBT WARNING: BLESSING with phone 08035346503 is a chronic defaulter on LendNG. Pay your debt today to avoid publishing your BVN online.,loan_harassment
1,"ALERT: A transaction of N50,000 was attempted on your Zenith Bank app. If not you, click http://gtb-secure-portal.com to block account.",banking_phishing
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 08032944627 to clear your profile.",banking_phishing
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
1,"ALERT: A transaction of N26,000 was attempted on your Access Bank app. If not you, click http://firstbank-secure-portal.com to block account.",banking_phishing
0,9mobile: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
0,I have arrived at Abuja. Will call you once the meeting is done.,personal
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
1,"CONGRATULATIONS! Your mobile number won N136,000 in the 9mobile Promo. Pay N4,000 processing fee to account 0123456789 to receive cash.",advance_fee
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 09014372954 now.",ponzi
1,"Get instant loan of N14,000 directly to your PalmPay account in 2 minutes! No document needed. Download: bit.ly/ng-loan-38",loan_scam
1,"ALERT: A transaction of N39,000 was attempted on your UBA app. If not you, click http://zenith-secure-portal.com to block account.",banking_phishing
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 08027464887 to clear your profile.",banking_phishing
0,"Kuda: Your One Time Password (OTP) is 650723 for transfer of N5,000.00 to EMMANUEL. Valid for 5 minutes. DO NOT SHARE.",otp
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
0,I have arrived at Lekki. Will call you once the meeting is done.,personal
1,DEBT WARNING: IBRAHIM with phone 09038071545 is a chronic defaulter on PalmCredit. Pay your debt today to avoid publishing your BVN online.,loan_harassment
1,"JOB OFFER: Urgently recruiting Admin Officers at Ikeja, Lagos. Salary: N180,000/month. Text YES to 09013012398 for interview invitation.",fake_job
1,"Invest N3,000 and get N11,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
0,"Airtel: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
0,9mobile: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
1,"Invest N7,000 and get N28,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
0,"Bro, abeg transfer N6,000 give me. I dey Lekki like this, money no dey my hand for transport.",personal
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 09018820244 to clear your profile.",banking_phishing
0,MTN: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 08163210469 now.",ponzi
1,"International Oil Company hiring Field Support Staff in Ibadan. Earn N350,000 monthly. Send application details via WhatsApp: 07033514546",fake_job
0,9mobile: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
1,"JOB OFFER: Urgently recruiting Admin Officers at Port Harcourt, Lagos. Salary: N180,000/month. Text YES to 09016756355 for interview invitation.",fake_job
0,"Glo: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 09036502859 now.",ponzi
0,"OPay: Credit N23,000.00. Desc: NIP/TRANSFER FROM CHIOMA. Bal: N391,000.00.",bank_alert
1,"CONGRATULATIONS! Your mobile number won N170,000 in the Glo Promo. Pay N8,000 processing fee to account 0123456789 to receive cash.",advance_fee
0,I have arrived at Surulere. Will call you once the meeting is done.,personal
0,"Zenith Bank: Acct 012***7076 Debited: N6,000.00 Desc: POS PURCHASE - Ikeja. Bal: N33,000.00.",bank_alert
0,"GTBank: Acct 012***3019 Debited: N3,000.00 Desc: POS PURCHASE - Surulere. Bal: N24,000.00.",bank_alert
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
1,URGENT: Your OPay account has been restricted due to unverified BVN. Call 08126547370 immediately to update your details.,banking_phishing
1,"CONGRATULATIONS! Your mobile number won N205,000 in the Glo Promo. Pay N1,000 processing fee to account 0123456789 to receive cash.",advance_fee
1,URGENT: Your FirstBank account has been restricted due to unverified NIN. Call 08121658087 immediately to update your details.,banking_phishing
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
1,URGENT: Your Zenith Bank account has been restricted due to unverified KYC records. Call 07036310437 immediately to update your details.,banking_phishing
0,Glo: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
0,"OPay: Your One Time Password (OTP) is 690698 for transfer of N1,000.00 to CHIOMA. Valid for 5 minutes. DO NOT SHARE.",otp
1,"ALERT: A transaction of N50,000 was attempted on your Access Bank app. If not you, click http://access-secure-portal.com to block account.",banking_phishing
0,"Access Bank: Acct 012***6640 Debited: N1,000.00 Desc: POS PURCHASE - Kano. Bal: N49,000.00.",bank_alert
1,DEBT WARNING: BLESSING with phone 09037097389 is a chronic defaulter on PalmCredit. Pay your debt today to avoid publishing your BVN online.,loan_harassment
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 09030402874 now.",ponzi
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
1,"CONGRATULATIONS! Your mobile number won N708,000 in the MTN Promo. Pay N8,000 processing fee to account 0123456789 to receive cash.",advance_fee
0,"MTN: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
1,"Credit Alert: N934,000.00 credited to your account from CHIOMA. Ref: TRX77274241. Call 09035240553 if you did not expect this payment.",fake_alert
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
1,URGENT: Your PalmPay account has been restricted due to unverified KYC records. Call 08160322177 immediately to update your details.,banking_phishing
0,"OPay: Credit N14,000.00. Desc: NIP/TRANSFER FROM OLUMIDE. Bal: N511,000.00.",bank_alert
1,"JOB OFFER: Urgently recruiting Admin Officers at Port Harcourt, Lagos. Salary: N180,000/month. Text YES to 08036056360 for interview invitation.",fake_job
0,I have arrived at Yaba. Will call you once the meeting is done.,personal
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
0,"PalmPay: Your One Time Password (OTP) is 963812 for transfer of N4,000.00 to BLESSING. Valid for 5 minutes. DO NOT SHARE.",otp
0,"Bro, abeg transfer N9,000 give me. I dey Abuja like this, money no dey my hand for transport.",personal
1,DEBT WARNING: BLESSING with phone 08130388401 is a chronic defaulter on FastCash. Pay your debt today to avoid publishing your BVN online.,loan_harassment
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
0,Glo: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
0,"GTBank: Acct 012***9196 Debited: N3,000.00 Desc: POS PURCHASE - Port Harcourt. Bal: N40,000.00.",bank_alert
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
0,MTN: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
1,"JOB OFFER: Urgently recruiting Admin Officers at Lekki, Lagos. Salary: N180,000/month. Text YES to 08038338265 for interview invitation.",fake_job
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
0,"Bro, abeg transfer N3,000 give me. I dey Lekki like this, money no dey my hand for transport.",personal
0,"OPay: Acct 012***8927 Debited: N7,000.00 Desc: POS PURCHASE - Yaba. Bal: N38,000.00.",bank_alert
1,URGENT: Your UBA account has been restricted due to unverified BVN. Call 08124375811 immediately to update your details.,banking_phishing
0,"Kuda: Credit N30,000.00. Desc: NIP/TRANSFER FROM SUNDAY. Bal: N460,000.00.",bank_alert
0,MTN: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
0,"9mobile: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
0,I have arrived at Port Harcourt. Will call you once the meeting is done.,personal
0,"GTBank: Acct 012***7040 Debited: N4,000.00 Desc: POS PURCHASE - Ibadan. Bal: N15,000.00.",bank_alert
0,"9mobile: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
1,URGENT: Your PalmPay account has been restricted due to unverified BVN. Call 08133213495 immediately to update your details.,banking_phishing
0,"FirstBank: Acct 012***6515 Debited: N2,000.00 Desc: POS PURCHASE - Ibadan. Bal: N13,000.00.",bank_alert
1,"Credit Alert: N315,000.00 credited to your account from OLUMIDE. Ref: TRX41491128. Call 08165987622 if you did not expect this payment.",fake_alert
0,"GTBank: Your One Time Password (OTP) is 329540 for transfer of N7,000.00 to KELECHI. Valid for 5 minutes. DO NOT SHARE.",otp
1,"ALERT: A transaction of N27,000 was attempted on your GTBank app. If not you, click http://zenith-secure-portal.com to block account.",banking_phishing
0,"Bro, abeg transfer N2,000 give me. I dey Enugu like this, money no dey my hand for transport.",personal
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
1,URGENT: Your Zenith Bank account has been restricted due to unverified KYC records. Call 09030264236 immediately to update your details.,banking_phishing
1,URGENT: Your GTBank account has been restricted due to unverified KYC records. Call 08133106005 immediately to update your details.,banking_phishing
1,"CONGRATULATIONS! Your mobile number won N787,000 in the 9mobile Promo. Pay N3,000 processing fee to account 0123456789 to receive cash.",advance_fee
0,I have arrived at Abuja. Will call you once the meeting is done.,personal
0,I have arrived at Enugu. Will call you once the meeting is done.,personal
0,"9mobile: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
0,"Kuda: Credit N37,000.00. Desc: NIP/TRANSFER FROM CHIOMA. Bal: N802,000.00.",bank_alert
1,"International Oil Company hiring Field Support Staff in Kano. Earn N350,000 monthly. Send application details via WhatsApp: 09019638453",fake_job
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
0,"Bro, abeg transfer N8,000 give me. I dey Lekki like this, money no dey my hand for transport.",personal
1,"CONGRATULATIONS! Your mobile number won N404,000 in the MTN Promo. Pay N8,000 processing fee to account 0123456789 to receive cash.",advance_fee
1,"ALERT: A transaction of N20,000 was attempted on your FirstBank app. If not you, click http://access-secure-portal.com to block account.",banking_phishing
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 08165740589 now.",ponzi
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
0,"Bro, abeg transfer N2,000 give me. I dey Port Harcourt like this, money no dey my hand for transport.",personal
1,"Invest N2,000 and get N34,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
1,"ALERT: A transaction of N25,000 was attempted on your OPay app. If not you, click http://zenith-secure-portal.com to block account.",banking_phishing
1,"International Oil Company hiring Field Support Staff in Abuja. Earn N350,000 monthly. Send application details via WhatsApp: 08032206953",fake_job
0,"Access Bank: Acct 012***9495 Debited: N3,000.00 Desc: POS PURCHASE - Yaba. Bal: N37,000.00.",bank_alert
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 07039014599 to clear your profile.",banking_phishing
0,"OPay: Your One Time Password (OTP) is 938007 for transfer of N5,000.00 to IBRAHIM. Valid for 5 minutes. DO NOT SHARE.",otp
0,"9mobile: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
0,"Bro, abeg transfer N6,000 give me. I dey Kano like this, money no dey my hand for transport.",personal
1,"Get instant loan of N32,000 directly to your Kuda account in 2 minutes! No document needed. Download: bit.ly/ng-loan-55",loan_scam
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 08124956291 now.",ponzi
1,"CONGRATULATIONS! Your mobile number won N366,000 in the Airtel Promo. Pay N5,000 processing fee to account 0123456789 to receive cash.",advance_fee
1,"Credit Alert: N157,000.00 credited to your account from IBRAHIM. Ref: TRX97273361. Call 08163485675 if you did not expect this payment.",fake_alert
0,"Kuda: Credit N12,000.00. Desc: NIP/TRANSFER FROM OLUMIDE. Bal: N791,000.00.",bank_alert
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 09032254686 now.",ponzi
0,"FirstBank: Your One Time Password (OTP) is 428357 for transfer of N3,000.00 to ADAMU. Valid for 5 minutes. DO NOT SHARE.",otp
0,"GTBank: Your One Time Password (OTP) is 814643 for transfer of N5,000.00 to IBRAHIM. Valid for 5 minutes. DO NOT SHARE.",otp
1,"Invest N1,000 and get N10,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
0,"Airtel: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
1,URGENT: Your Kuda account has been restricted due to unverified BVN. Call 08122799752 immediately to update your details.,banking_phishing
1,URGENT: Your Kuda account has been restricted due to unverified NIN. Call 08136399865 immediately to update your details.,banking_phishing
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
1,"Credit Alert: N100,000.00 credited to your account from IBRAHIM. Ref: TRX25360324. Call 09033379226 if you did not expect this payment.",fake_alert
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
0,I have arrived at Yaba. Will call you once the meeting is done.,personal
1,"CONGRATULATIONS! Your mobile number won N782,000 in the Airtel Promo. Pay N4,000 processing fee to account 0123456789 to receive cash.",advance_fee
0,"Glo: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
0,"UBA: Your One Time Password (OTP) is 547051 for transfer of N7,000.00 to OLUMIDE. Valid for 5 minutes. DO NOT SHARE.",otp
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 08120380695 to clear your profile.",banking_phishing
1,"International Oil Company hiring Field Support Staff in Ikeja. Earn N350,000 monthly. Send application details via WhatsApp: 09014760751",fake_job
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 09032608955 now.",ponzi
1,"Credit Alert: N142,000.00 credited to your account from IBRAHIM. Ref: TRX82549495. Call 08161307221 if you did not expect this payment.",fake_alert
0,"FirstBank: Your One Time Password (OTP) is 413267 for transfer of N8,000.00 to BLESSING. Valid for 5 minutes. DO NOT SHARE.",otp
0,"MTN: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
1,"Get instant loan of N27,000 directly to your PalmPay account in 2 minutes! No document needed. Download: bit.ly/ng-loan-75",loan_scam
1,"JOB OFFER: Urgently recruiting Admin Officers at Abuja, Lagos. Salary: N180,000/month. Text YES to 08035110900 for interview invitation.",fake_job
0,"Zenith Bank: Credit N32,000.00. Desc: NIP/TRANSFER FROM KELECHI. Bal: N378,000.00.",bank_alert
1,"ALERT: A transaction of N40,000 was attempted on your Zenith Bank app. If not you, click http://gtb-secure-portal.com to block account.",banking_phishing
1,"CONGRATULATIONS! Your mobile number won N356,000 in the 9mobile Promo. Pay N3,000 processing fee to account 0123456789 to receive cash.",advance_fee
1,"JOB OFFER: Urgently recruiting Admin Officers at Ikeja, Lagos. Salary: N180,000/month. Text YES to 07030943533 for interview invitation.",fake_job
0,"Bro, abeg transfer N3,000 give me. I dey Surulere like this, money no dey my hand for transport.",personal
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 08165634108 now.",ponzi
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
0,"Zenith Bank: Credit N19,000.00. Desc: NIP/TRANSFER FROM OLUMIDE. Bal: N372,000.00.",bank_alert
0,9mobile: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 08135744181 to clear your profile.",banking_phishing
1,DEBT WARNING: CHIOMA with phone 08037896778 is a chronic defaulter on PalmCredit. Pay your debt today to avoid publishing your BVN online.,loan_harassment
0,"PalmPay: Credit N19,000.00. Desc: NIP/TRANSFER FROM CHUKWUEMEKA. Bal: N907,000.00.",bank_alert
0,"Glo: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
1,"Credit Alert: N320,000.00 credited to your account from OLUMIDE. Ref: TRX89761514. Call 08124888995 if you did not expect this payment.",fake_alert
0,"MTN: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
0,"9mobile: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
0,"9mobile: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
1,"International Oil Company hiring Field Support Staff in Ibadan. Earn N350,000 monthly. Send application details via WhatsApp: 08027802715",fake_job
0,"Kuda: Your One Time Password (OTP) is 485364 for transfer of N8,000.00 to EMMANUEL. Valid for 5 minutes. DO NOT SHARE.",otp
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
0,"Access Bank: Your One Time Password (OTP) is 533672 for transfer of N2,000.00 to OLUMIDE. Valid for 5 minutes. DO NOT SHARE.",otp
1,"Get instant loan of N35,000 directly to your Access Bank account in 2 minutes! No document needed. Download: bit.ly/ng-loan-69",loan_scam
1,"Get instant loan of N14,000 directly to your UBA account in 2 minutes! No document needed. Download: bit.ly/ng-loan-13",loan_scam
0,"Airtel: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
1,"International Oil Company hiring Field Support Staff in Abuja. Earn N350,000 monthly. Send application details via WhatsApp: 08167366098",fake_job
0,MTN: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
1,"CONGRATULATIONS! Your mobile number won N136,000 in the Glo Promo. Pay N4,000 processing fee to account 0123456789 to receive cash.",advance_fee
1,"International Oil Company hiring Field Support Staff in Yaba. Earn N350,000 monthly. Send application details via WhatsApp: 09035826312",fake_job
0,"MTN: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
0,MTN: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
0,"UBA: Credit N44,000.00. Desc: NIP/TRANSFER FROM BLESSING. Bal: N216,000.00.",bank_alert
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 08021073512 to clear your profile.",banking_phishing
0,"PalmPay: Credit N40,000.00. Desc: NIP/TRANSFER FROM OLUMIDE. Bal: N116,000.00.",bank_alert
1,"Credit Alert: N134,000.00 credited to your account from CHUKWUEMEKA. Ref: TRX64765985. Call 08029056574 if you did not expect this payment.",fake_alert
0,"Glo: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 09012838664 now.",ponzi
1,"ALERT: A transaction of N16,000 was attempted on your FirstBank app. If not you, click http://zenith-secure-portal.com to block account.",banking_phishing
0,"GTBank: Credit N18,000.00. Desc: NIP/TRANSFER FROM BLESSING. Bal: N935,000.00.",bank_alert
0,I have arrived at Lekki. Will call you once the meeting is done.,personal
0,Glo: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 08134007716 to clear your profile.",banking_phishing
0,"PalmPay: Acct 012***9082 Debited: N9,000.00 Desc: POS PURCHASE - Ikeja. Bal: N30,000.00.",bank_alert
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 08035129486 to clear your profile.",banking_phishing
1,"International Oil Company hiring Field Support Staff in Ikeja. Earn N350,000 monthly. Send application details via WhatsApp: 09030807539",fake_job
0,"Bro, abeg transfer N2,000 give me. I dey Abuja like this, money no dey my hand for transport.",personal
0,"OPay: Your One Time Password (OTP) is 170975 for transfer of N7,000.00 to KELECHI. Valid for 5 minutes. DO NOT SHARE.",otp
0,"Access Bank: Acct 012***8198 Debited: N5,000.00 Desc: POS PURCHASE - Lekki. Bal: N44,000.00.",bank_alert
0,"PalmPay: Your One Time Password (OTP) is 836342 for transfer of N5,000.00 to BLESSING. Valid for 5 minutes. DO NOT SHARE.",otp
0,"Bro, abeg transfer N1,000 give me. I dey Lekki like this, money no dey my hand for transport.",personal
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 08036185069 to clear your profile.",banking_phishing
1,"Invest N5,000 and get N48,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
1,"CONGRATULATIONS! Your mobile number won N536,000 in the Airtel Promo. Pay N5,000 processing fee to account 0123456789 to receive cash.",advance_fee
